"CMS Certification Number (CCN)",HHCAHPS Survey Summary Star Rating,HHCAHPS Survey Summary Star Rating Footnote,Star Rating for health team gave care in a professional way,Footnote for Star Rating for gave care in a professional way,Percent of patients who reported that their home health team gave care in a professional way,Footnote for Percent of patients who reported that their home health team gave care in a professional way,Star Rating for health team communicated well with them,Footnote for Star Rating for communicated well with them,Percent of patients who reported that their home health team communicated well with them,Footnote for Percent of patients who reported that their home health team communicated well with them,"Star Rating team discussed medicines, pain, and home safety","Footnote Star Rating discussed medicines, pain, home safety","Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them","Footnote for Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them",Star Rating for how patients rated overall care from agency,Footnote for Star Rating for overall care from agency,"Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Footnote for Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0(lowest) to 10(highest)","Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family","Footnote for Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family",Number of completed Surveys,Footnote for number of completed surveys,Survey response rate,Footnote for Survey response rate,Footnote Number
517126,5,,5,,93,,5,,92,,4,,88,,4,,92,,90,,170,,23,,
517129,3,,3,,85,,3,,80,,3,,78,,3,,84,,74,,96,,17,,
517132,3,,4,,88,,3,,85,,3,,79,,3,,88,,77,,304,,23,,
517134,4,,3,,90,,4,,87,,3,,79,,4,,87,,83,,156,,18,,
517135,5,,5,,97,,5,,93,,4,,85,,5,,95,,94,,70,,17,,
517136,Not Available,11,Not Available,11,90,11,Not Available,11,91,11,Not Available,11,85,11,Not Available,11,93,11,71,11,14,11,21,11,11
517138,4,11,4,11,90,11,5,11,91,11,4,11,85,11,4,11,85,11,83,11,61,11,31,11,11
517140,Not Available,11,Not Available,11,90,11,Not Available,11,80,11,Not Available,11,82,11,Not Available,11,75,11,83,11,15,11,32,11,11
517143,3,11,3,11,87,11,2,11,77,11,3,11,81,11,3,11,83,11,75,11,62,11,19,11,11
517144,Not Available,11,Not Available,11,99,11,Not Available,11,95,11,Not Available,11,82,11,Not Available,11,100,11,96,11,14,11,26,11,11
517145,2,,2,,83,,2,,80,,2,,75,,1,,81,,73,,115,,18,,
517146,Not Available,11,Not Available,11,93,11,Not Available,11,90,11,Not Available,11,88,11,Not Available,11,93,11,89,11,23,11,42,11,11
517147,Not Available,9,Not Available,9,89,9,Not Available,9,86,9,Not Available,9,72,9,Not Available,9,90,9,32,9,10,9,20,9,9
517148,4,11,4,11,90,11,5,11,92,11,2,11,73,11,4,11,89,11,82,11,41,11,23,11,11
517810,4,,4,,89,,4,,86,,4,,86,,4,,90,,87,,129,,25,,
517821,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
517822,4,,4,,91,,5,,93,,3,,78,,4,,90,,87,,104,,32,,
517823,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
527001,4,,4,,91,,4,,88,,3,,83,,4,,88,,80,,1169,,28,,
527009,4,,4,,89,,4,,87,,3,,81,,3,,85,,77,,330,,29,,
527010,4,,4,,90,,4,,86,,3,,82,,3,,83,,77,,441,,34,,
527016,4,,4,,89,,5,,89,,3,,81,,3,,82,,78,,351,,37,,
527018,4,,4,,90,,4,,85,,4,,85,,4,,90,,80,,198,,35,,
527024,4,,4,,92,,5,,90,,3,,76,,4,,91,,81,,138,,29,,
527027,4,,4,,88,,5,,87,,3,,80,,4,,88,,79,,119,,44,,
527075,5,,5,,94,,5,,93,,4,,87,,5,,95,,91,,89,,39,,
527078,4,11,4,11,89,11,4,11,86,11,5,11,93,11,4,11,92,11,82,11,58,11,35,11,11
527081,4,11,4,11,90,11,5,11,88,11,3,11,83,11,3,11,88,11,81,11,65,11,46,11,11
527083,4,,4,,89,,4,,87,,3,,78,,3,,86,,78,,524,,24,,
527085,5,,5,,94,,5,,93,,5,,93,,4,,92,,86,,81,,46,,
527089,5,,5,,93,,5,,90,,5,,90,,4,,91,,87,,496,,39,,
527094,2,,2,,82,,2,,77,,3,,82,,1,,77,,68,,139,,19,,
527098,3,,3,,84,,4,,84,,2,,72,,2,,75,,73,,70,,22,,
527113,3,,3,,88,,4,,86,,3,,81,,3,,83,,75,,309,,36,,
527121,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
527122,3,,3,,87,,4,,85,,3,,82,,2,,79,,71,,179,,32,,
527132,4,,4,,89,,5,,88,,4,,85,,3,,86,,78,,254,,39,,
527135,3,,4,,89,,4,,87,,3,,81,,2,,79,,80,,193,,33,,
527137,4,,4,,90,,5,,88,,5,,90,,3,,87,,87,,286,,43,,
527138,5,,5,,92,,5,,91,,5,,96,,4,,91,,87,,143,,43,,
527151,3,,3,,86,,4,,83,,3,,81,,2,,80,,75,,309,,28,,
527154,5,,4,,92,,5,,90,,5,,91,,4,,96,,79,,153,,40,,
527157,3,,4,,90,,2,,83,,3,,83,,3,,87,,75,,123,,36,,
527158,4,,4,,89,,4,,87,,3,,80,,3,,85,,77,,162,,35,,
527159,4,,4,,91,,5,,87,,4,,84,,3,,87,,81,,151,,33,,
527164,3,,3,,86,,4,,82,,3,,77,,3,,81,,74,,110,,28,,
527165,5,,5,,92,,5,,92,,4,,88,,5,,94,,89,,136,,34,,
527177,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
527178,5,,5,,92,,5,,91,,4,,87,,4,,89,,84,,851,,35,,
527184,3,,3,,87,,4,,85,,3,,83,,2,,82,,77,,308,,33,,
527187,4,,4,,89,,4,,86,,3,,81,,3,,86,,75,,380,,25,,
527189,4,,3,,88,,5,,89,,3,,83,,3,,84,,81,,339,,37,,
527191,5,,5,,93,,5,,90,,4,,85,,4,,87,,84,,162,,35,,
527194,4,,4,,90,,4,,87,,4,,85,,4,,91,,82,,89,,42,,
527195,Not Available,11,Not Available,11,94,11,Not Available,11,92,11,Not Available,11,95,11,Not Available,11,90,11,90,11,23,11,37,11,11
527207,4,,4,,92,,5,,91,,3,,79,,4,,83,,80,,138,,32,,
527208,5,11,4,11,92,11,5,11,88,11,5,11,92,11,4,11,89,11,77,11,44,11,36,11,11
527212,3,,3,,87,,5,,89,,2,,70,,3,,83,,76,,111,,21,,
527215,Not Available,11,Not Available,11,94,11,Not Available,11,91,11,Not Available,11,89,11,Not Available,11,80,11,78,11,38,11,26,11,11
527218,4,,5,,93,,5,,88,,4,,85,,3,,85,,81,,295,,37,,
527219,Not Available,11,Not Available,11,89,11,Not Available,11,86,11,Not Available,11,93,11,Not Available,11,88,11,85,11,25,11,41,11,11
527220,4,,4,,91,,4,,87,,4,,85,,3,,86,,81,,344,,27,,
527225,4,11,4,11,92,11,5,11,92,11,4,11,86,11,4,11,91,11,84,11,66,11,29,11,11
527233,3,,4,,91,,4,,87,,2,,74,,3,,79,,75,,119,,23,,
527234,Not Available,11,Not Available,11,88,11,Not Available,11,87,11,Not Available,11,73,11,Not Available,11,84,11,78,11,31,11,39,11,11
527235,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
527237,3,11,2,11,86,11,4,11,85,11,3,11,77,11,2,11,83,11,73,11,67,11,27,11,11
527238,4,,4,,91,,5,,88,,4,,84,,3,,80,,75,,144,,28,,
527240,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
527248,Not Available,9,Not Available,9,78,9,Not Available,9,60,9,Not Available,9,66,9,Not Available,9,28,9,69,9,6,9,27,9,9
527252,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
527257,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
527258,4,11,3,11,89,11,5,11,92,11,2,11,75,11,5,11,94,11,92,11,48,11,36,11,11
527261,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
527262,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
527263,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
527266,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
527272,Not Available,11,Not Available,11,91,11,Not Available,11,87,11,Not Available,11,85,11,Not Available,11,94,11,75,11,24,11,25,11,11
527273,3,,3,,87,,4,,85,,3,,77,,2,,81,,64,,113,,19,,
527275,4,11,4,11,88,11,3,11,80,11,3,11,81,11,4,11,85,11,76,11,51,11,33,11,11
527281,Not Available,11,Not Available,11,83,11,Not Available,11,87,11,Not Available,11,76,11,Not Available,11,90,11,65,11,21,11,19,11,11
527283,Not Available,9,Not Available,9,90,9,Not Available,9,76,9,Not Available,9,77,9,Not Available,9,86,9,85,9,10,9,8,9,9
527290,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
527291,3,,3,,88,,4,,85,,2,,71,,2,,79,,70,,81,,28,,
527297,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
527299,Not Available,11,Not Available,11,94,11,Not Available,11,94,11,Not Available,11,90,11,Not Available,11,91,11,81,11,32,11,24,11,11
527302,4,,4,,89,,4,,85,,3,,82,,3,,81,,76,,402,,37,,
527303,3,,3,,88,,4,,87,,3,,81,,3,,86,,78,,139,,45,,
527304,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
527305,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
527307,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
527309,4,,4,,90,,4,,86,,3,,82,,3,,84,,77,,174,,35,,
527313,4,,4,,90,,4,,86,,3,,77,,3,,81,,77,,356,,25,,
527314,2,11,3,11,85,11,2,11,78,11,1,11,59,11,3,11,80,11,69,11,40,11,20,11,11
527315,Not Available,9,Not Available,9,76,9,Not Available,9,76,9,Not Available,9,63,9,Not Available,9,33,9,33,9,5,9,10,9,9
527318,Not Available,11,Not Available,11,92,11,Not Available,11,88,11,Not Available,11,89,11,Not Available,11,69,11,72,11,17,11,10,11,11
527319,2,,2,,84,,2,,78,,2,,73,,1,,69,,66,,72,,23,,
527320,3,,4,,89,,4,,87,,2,,72,,3,,82,,76,,264,,30,,
527321,3,11,3,11,85,11,3,11,82,11,3,11,79,11,2,11,76,11,77,11,59,11,44,11,11
527322,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
527324,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
527325,3,,4,,88,,4,,85,,2,,73,,3,,83,,78,,149,,30,,
527326,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
527328,3,,4,,91,,3,,78,,3,,77,,2,,83,,71,,124,,16,,
527329,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
527330,3,,4,,89,,3,,82,,3,,79,,3,,82,,78,,88,,27,,
527332,5,,4,,91,,5,,90,,5,,91,,4,,85,,86,,232,,38,,
527333,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
527334,4,,4,,91,,5,,91,,3,,83,,4,,85,,84,,206,,38,,
527336,3,,3,,87,,4,,85,,2,,74,,3,,80,,76,,257,,36,,
527339,Not Available,9,Not Available,9,97,9,Not Available,9,96,9,Not Available,9,99,9,Not Available,9,95,9,90,9,1,9,6,9,9
527340,Not Available,9,Not Available,9,95,9,Not Available,9,99,9,Not Available,9,98,9,Not Available,9,66,9,66,9,6,9,29,9,9
527341,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
527342,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
527343,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
527344,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
537014,4,,4,,90,,5,,91,,3,,83,,4,,89,,88,,125,,28,,
537026,Not Available,11,Not Available,11,79,11,Not Available,11,73,11,Not Available,11,67,11,Not Available,11,73,11,70,11,18,11,38,11,11
537031,5,,5,,93,,5,,90,,5,,92,,4,,93,,88,,99,,40,,
537035,Not Available,11,Not Available,11,89,11,Not Available,11,81,11,Not Available,11,77,11,Not Available,11,87,11,75,11,38,11,31,11,11
537038,4,11,3,11,87,11,4,11,87,11,5,11,90,11,2,11,82,11,90,11,65,11,33,11,11
537041,4,,4,,88,,5,,90,,4,,88,,3,,83,,81,,103,,34,,
537044,5,11,5,11,94,11,5,11,91,11,4,11,86,11,5,11,90,11,86,11,44,11,23,11,11
537045,Not Available,11,Not Available,11,91,11,Not Available,11,78,11,Not Available,11,69,11,Not Available,11,85,11,90,11,32,11,31,11,11
537050,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
537052,Not Available,11,Not Available,11,81,11,Not Available,11,86,11,Not Available,11,78,11,Not Available,11,69,11,74,11,32,11,29,11,11
537063,Not Available,11,Not Available,11,92,11,Not Available,11,94,11,Not Available,11,95,11,Not Available,11,100,11,90,11,12,11,12,11,11
537069,Not Available,11,Not Available,11,92,11,Not Available,11,91,11,Not Available,11,79,11,Not Available,11,93,11,79,11,12,11,27,11,11
537073,Not Available,9,Not Available,9,89,9,Not Available,9,75,9,Not Available,9,76,9,Not Available,9,69,9,64,9,10,9,23,9,9
537074,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
537076,Not Available,9,Not Available,9,75,9,Not Available,9,67,9,Not Available,9,27,9,Not Available,9,99,9,100,9,1,9,100,9,9
537077,4,,4,,90,,5,,87,,4,,88,,4,,92,,86,,273,,35,,
537079,4,,4,,89,,4,,85,,3,,83,,3,,87,,89,,74,,21,,
537080,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
537081,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
537082,Not Available,11,Not Available,11,84,11,Not Available,11,83,11,Not Available,11,83,11,Not Available,11,79,11,77,11,12,11,9,11,11
537084,4,11,4,11,88,11,5,11,87,11,4,11,88,11,4,11,93,11,87,11,61,11,27,11,11
537085,4,"10,11",5,"10,11",93,"10,11",4,"10,11",89,"10,11",4,"10,11",88,"10,11",3,"10,11",77,"10,11",90,"10,11",58,"10,11",32,"10,11","10,11"
537086,Not Available,11,Not Available,11,95,11,Not Available,11,85,11,Not Available,11,77,11,Not Available,11,87,11,90,11,33,11,17,11,11
537302,3,,4,,90,,3,,85,,3,,82,,3,,84,,89,,115,,33,,
537304,Not Available,11,Not Available,11,96,11,Not Available,11,87,11,Not Available,11,73,11,Not Available,11,84,11,84,11,23,11,24,11,11
537831,4,11,4,11,89,11,5,11,87,11,3,11,78,11,3,11,83,11,83,11,49,11,14,11,11
537833,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
537834,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
537835,Not Available,9,Not Available,9,99,9,Not Available,9,100,9,Not Available,9,69,9,Not Available,9,78,9,79,9,6,9,16,9,9
537836,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
537837,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
553100,Not Available,9,Not Available,9,84,9,Not Available,9,66,9,Not Available,9,49,9,Not Available,9,4,9,30,9,3,9,3,9,9
553101,Not Available,11,Not Available,11,89,11,Not Available,11,93,11,Not Available,11,95,11,Not Available,11,96,11,96,11,11,11,20,11,11
553103,4,11,5,11,94,11,4,11,85,11,3,11,78,11,4,11,87,11,79,11,46,11,35,11,11
553104,5,11,5,11,98,11,5,11,96,11,5,11,98,11,5,11,100,11,100,11,45,11,27,11,11
553105,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
553106,Not Available,9,Not Available,9,99,9,Not Available,9,98,9,Not Available,9,98,9,Not Available,9,99,9,99,9,8,9,8,9,9
553107,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
553108,Not Available,11,Not Available,11,82,11,Not Available,11,82,11,Not Available,11,83,11,Not Available,11,82,11,76,11,31,11,13,11,11
553109,Not Available,11,Not Available,11,99,11,Not Available,11,98,11,Not Available,11,99,11,Not Available,11,100,11,100,11,11,11,7,11,11
553110,3,,2,,86,,3,,85,,3,,81,,3,,82,,73,,78,,29,,
553111,2,,1,,79,,2,,77,,2,,75,,1,,77,,64,,176,,11,,
553112,3,,3,,87,,4,,85,,1,,64,,2,,84,,80,,205,,19,,
553115,Not Available,11,Not Available,11,83,11,Not Available,11,90,11,Not Available,11,94,11,Not Available,11,82,11,61,11,18,11,9,11,11
553116,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
553117,Not Available,9,Not Available,9,43,9,Not Available,9,53,9,Not Available,9,61,9,Not Available,9,34,9,28,9,7,9,4,9,9
553118,5,11,5,11,95,11,5,11,100,11,5,11,100,11,5,11,98,11,100,11,45,11,21,11,11
553119,Not Available,9,Not Available,9,86,9,Not Available,9,90,9,Not Available,9,72,9,Not Available,9,93,9,81,9,7,9,21,9,9
553120,Not Available,11,Not Available,11,98,11,Not Available,11,100,11,Not Available,11,92,11,Not Available,11,97,11,97,11,33,11,16,11,11
553121,Not Available,11,Not Available,11,93,11,Not Available,11,78,11,Not Available,11,97,11,Not Available,11,87,11,93,11,12,11,8,11,11
553122,3,,2,,83,,3,,79,,5,,90,,2,,74,,81,,74,,25,,
553123,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
553124,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
553125,Not Available,11,Not Available,11,84,11,Not Available,11,91,11,Not Available,11,98,11,Not Available,11,99,11,100,11,16,11,11,11,11
553126,Not Available,11,Not Available,11,70,11,Not Available,11,82,11,Not Available,11,93,11,Not Available,11,90,11,65,11,19,11,8,11,11
553127,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
553128,Not Available,11,Not Available,11,64,11,Not Available,11,65,11,Not Available,11,75,11,Not Available,11,67,11,52,11,11,11,22,11,11
553129,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
